ResponseID,Gender,Role,CompanySize,Industry,Region,AIStage,YearsExperience,Efficiency_1,Efficiency_2,Efficiency_3,Efficiency_4,Efficiency_5,Efficiency_6,Efficiency_7,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Experience_7,Fairness_1,Fairness_2,Fairness_3,Fairness_4,Fairness_5,Fairness_6,Fairness_7,Trust_1,Trust_2,Trust_3,Trust_4,Trust_5,Trust_6,Trust_7
R0299,Male,Managerial,SME (<500),Technology,North Africa,Pilot,21,3,3,3,5,3,4,4,4,3,3,3,3,4,3,2,1,3,2,2,2,3,4,2,2,4,2,2,2
R0300,Female,Managerial,Large (>500),Manufacturing,Gulf,Early Exploration,8,4,4,4,3,4,4,4,2,5,4,3,4,3,5,5,4,3,3,2,4,3,3,2,1,2,2,3,1
R0301,Male,Operational,Large (>500),Technology,North Africa,Early Exploration,21,3,4,3,3,4,4,3,4,3,2,4,3,3,3,2,3,2,4,3,3,4,3,3,2,2,4,2,3
R0302,Male,Operational,SME (<500),Manufacturing,Gulf,Early Exploration,2,4,4,3,4,4,4,3,4,4,3,4,3,5,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3
R0303,Female,Managerial,SME (<500),Other,North Africa,Full Deployment,19,4,3,4,3,4,5,4,3,3,2,3,4,3,4,3,4,2,4,2,4,3,2,2,4,2,3,2,2
R0304,Male,Managerial,Large (>500),Manufacturing,Europe,Pilot,6,4,4,3,3,2,4,3,3,3,4,3,3,3,3,3,3,5,4,3,4,2,2,1,3,3,2,3,3
R0305,Male,Operational,SME (<500),Financial Services,Gulf,Pilot,9,3,5,4,4,3,5,3,3,4,3,4,4,4,4,2,3,3,2,4,1,4,2,4,2,2,1,3,2
R0306,Female,Managerial,SME (<500),Logistics,Gulf,Full Deployment,20,2,4,4,4,3,4,3,4,3,3,5,4,3,3,3,3,2,3,2,4,4,4,3,3,2,4,2,4
R0307,Female,Managerial,Large (>500),Manufacturing,North Africa,Pilot,22,2,4,3,4,4,4,4,2,4,3,4,3,3,4,2,4,2,3,3,3,3,3,1,2,1,2,2,3
R0308,Male,Managerial,Large (>500),Technology,Gulf,Early Exploration,8,3,4,4,3,3,4,3,4,3,4,4,3,3,3,3,4,4,4,2,3,3,2,3,2,3,3,3,2
R0309,Male,Operational,SME (<500),Other,Europe,Pilot,11,5,3,4,3,4,3,4,4,3,4,5,3,3,3,3,3,2,4,3,2,4,3,3,2,4,3,2,2
R0310,Female,Managerial,Large (>500),Financial Services,Gulf,Pilot,9,3,3,4,5,4,3,4,5,5,3,3,3,4,4,3,3,2,3,2,4,2,2,2,2,2,3,2,4
R0311,Male,Operational,SME (<500),Manufacturing,Europe,Full Deployment,5,5,3,4,3,3,4,3,4,4,3,3,4,4,4,4,1,2,2,4,3,3,4,1,3,2,4,1,3
R0312,Male,Operational,SME (<500),Technology,North Africa,Pilot,25,4,5,4,4,4,5,2,3,5,5,3,3,2,3,4,3,3,2,2,4,3,3,3,4,4,2,1,3
R0313,Male,Managerial,SME (<500),Manufacturing,North Africa,Full Deployment,19,3,2,4,4,4,4,3,4,4,4,4,5,3,4,4,4,3,3,3,2,3,3,2,1,2,3,3,1
R0314,Female,Managerial,SME (<500),Financial Services,Gulf,Pilot,12,3,4,3,4,5,5,3,3,3,4,3,4,3,4,2,3,4,3,4,2,3,1,2,2,3,1,2,3
R0315,Male,Operational,Large (>500),Technology,Europe,Early Exploration,7,4,5,3,3,3,4,2,3,3,3,3,3,3,2,4,3,1,2,3,4,2,2,1,2,3,4,1,3
R0316,Female,Managerial,SME (<500),Technology,North Africa,Full Deployment,2,4,5,4,4,4,4,3,4,4,3,3,2,3,4,2,3,4,2,2,3,2,3,3,3,3,4,2,1
R0317,Male,Operational,SME (<500),Financial Services,North Africa,Early Exploration,25,5,4,4,5,3,4,4,4,3,3,3,3,4,4,4,4,3,3,2,2,3,3,3,3,3,2,2,2
R0318,Male,Operational,Large (>500),Technology,Gulf,Full Deployment,5,4,3,4,4,4,3,4,3,4,2,3,5,4,3,2,3,3,1,4,4,3,3,3,2,3,2,1,2
R0319,Male,Operational,SME (<500),Other,Europe,Full Deployment,19,3,4,3,3,4,3,4,4,3,4,3,3,4,4,2,3,3,3,4,2,4,4,3,1,2,3,1,1
R0320,Female,Operational,SME (<500),Financial Services,Gulf,Full Deployment,8,3,4,4,4,4,4,4,5,3,3,3,4,4,4,3,4,5,3,4,1,4,2,1,3,4,1,3,2
R0321,Female,Managerial,Large (>500),Financial Services,Europe,Pilot,5,5,4,4,4,2,3,4,4,5,4,4,3,3,2,1,2,1,3,2,4,3,2,3,1,2,2,2,3
R0322,Female,Operational,Large (>500),Technology,North Africa,Pilot,19,3,4,3,3,3,3,4,4,3,3,2,2,4,2,3,4,4,4,3,5,2,1,3,4,3,3,2,2
R0323,Female,Operational,SME (<500),Financial Services,Europe,Pilot,8,4,4,3,3,3,4,3,4,2,4,3,3,4,3,2,3,3,2,4,1,3,4,1,2,3,2,3,2
R0324,Male,Operational,Large (>500),Technology,Gulf,Early Exploration,22,4,4,3,3,3,4,5,4,2,2,4,3,3,4,5,4,3,4,3,3,3,1,2,2,1,4,2,3
R0325,Male,Operational,SME (<500),Manufacturing,Europe,Full Deployment,18,4,4,4,5,3,3,4,4,2,3,2,3,3,3,2,2,3,3,3,2,2,3,1,3,3,3,2,3
R0326,Female,Operational,Large (>500),Financial Services,Europe,Early Exploration,19,4,3,3,4,3,4,3,2,3,2,3,2,4,4,3,2,3,1,4,2,2,3,3,3,2,1,3,4
R0327,Female,Operational,SME (<500),Manufacturing,Gulf,Full Deployment,21,3,3,4,4,3,4,4,4,3,4,4,4,3,3,3,5,3,4,2,3,3,2,2,1,1,3,3,3
R0328,Male,Operational,Large (>500),Logistics,Gulf,Early Exploration,14,3,4,3,4,5,4,4,3,4,2,4,2,4,4,2,4,3,3,5,3,3,2,1,2,3,2,2,3
R0329,Male,Operational,SME (<500),Technology,Gulf,Early Exploration,13,4,4,3,5,3,4,4,3,3,4,3,3,5,4,3,3,4,4,2,2,3,5,2,2,3,1,2,1
R0330,Male,Managerial,Large (>500),Manufacturing,North Africa,Full Deployment,6,3,3,4,3,3,4,3,4,3,4,4,4,3,2,5,4,4,3,1,2,2,2,3,1,4,3,3,5
R0331,Male,Managerial,SME (<500),Other,Gulf,Full Deployment,21,3,4,4,4,4,5,3,3,2,4,3,3,4,5,3,4,3,2,2,3,2,2,1,3,2,3,3,2
R0332,Male,Managerial,Large (>500),Logistics,North Africa,Pilot,3,3,3,4,4,4,4,4,2,3,5,3,4,4,4,2,2,2,4,3,2,3,1,2,3,1,4,3,3
R0333,Female,Managerial,SME (<500),Financial Services,Europe,Early Exploration,14,3,3,4,5,3,5,3,3,3,2,3,3,3,3,2,4,2,5,4,4,3,3,3,1,2,1,3,3
R0334,Male,Operational,SME (<500),Financial Services,Gulf,Full Deployment,21,4,5,3,4,3,3,5,4,4,4,3,2,4,4,3,2,2,3,4,2,3,2,1,3,3,3,3,3
R0335,Male,Operational,Large (>500),Other,North Africa,Full Deployment,7,4,3,4,4,3,5,4,4,3,3,4,4,5,2,3,3,2,3,3,2,3,1,2,2,1,3,2,3
R0336,Female,Operational,SME (<500),Other,Gulf,Early Exploration,16,3,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,4,2,3,4,3,3,3,1,1,2,2,2
R0337,Male,Managerial,Large (>500),Manufacturing,Gulf,Pilot,24,3,5,4,4,3,4,3,5,3,3,3,4,3,3,3,4,2,3,3,1,4,2,2,2,2,3,3,2
R0338,Male,Operational,SME (<500),Financial Services,Gulf,Pilot,7,3,4,3,3,4,4,4,4,3,3,4,4,2,3,4,3,4,1,4,2,3,3,1,1,2,2,4,2
R0339,Female,Managerial,SME (<500),Other,Gulf,Full Deployment,9,4,5,3,3,4,5,3,3,3,3,4,4,3,3,4,2,4,3,2,2,2,3,3,2,2,2,3,3
R0340,Female,Managerial,Large (>500),Other,North Africa,Pilot,20,4,4,5,3,3,4,3,3,3,1,3,4,3,4,2,4,3,4,3,4,2,4,1,2,4,3,3,3
R0341,Male,Operational,Large (>500),Financial Services,Europe,Pilot,23,3,5,3,4,3,4,4,2,4,4,3,4,4,4,2,2,3,3,3,1,4,1,4,4,4,2,3,1
R0342,Male,Managerial,SME (<500),Logistics,North Africa,Pilot,6,3,5,4,3,3,4,4,3,4,3,2,4,4,4,3,5,3,4,3,5,4,3,2,3,2,1,2,2
R0343,Male,Managerial,Large (>500),Financial Services,Europe,Pilot,25,3,4,2,4,5,4,3,2,3,3,3,3,4,4,3,4,3,3,4,4,2,4,2,3,3,3,3,3
R0344,Female,Operational,SME (<500),Other,Gulf,Pilot,24,5,4,5,4,3,3,5,2,2,4,4,4,3,4,2,2,3,4,3,3,2,3,2,2,1,2,2,2
R0345,Male,Managerial,SME (<500),Other,North Africa,Pilot,20,3,4,4,4,3,4,4,4,4,3,2,4,3,4,2,1,1,3,3,3,3,3,2,2,3,1,4,2
R0346,Male,Operational,Large (>500),Other,North Africa,Full Deployment,2,4,4,4,4,3,3,3,4,3,2,2,5,4,3,3,2,3,3,2,2,3,1,3,2,2,3,3,3
R0347,Male,Operational,Large (>500),Financial Services,North Africa,Full Deployment,6,5,2,5,5,5,4,4,3,4,4,4,5,3,3,4,3,2,2,3,3,4,2,1,5,2,3,3,3
R0348,Male,Operational,Large (>500),Logistics,Europe,Full Deployment,14,4,3,4,3,5,3,2,4,2,5,4,4,3,4,4,3,2,2,3,3,2,2,3,4,2,2,3,1
R0349,Male,Operational,SME (<500),Financial Services,North Africa,Full Deployment,7,5,3,4,2,4,5,4,4,3,3,2,2,3,4,3,2,3,3,4,1,4,3,2,2,3,3,3,2
R0350,Female,Managerial,SME (<500),Logistics,North Africa,Early Exploration,16,4,4,3,3,2,4,4,4,3,4,3,3,3,2,3,4,4,4,3,3,4,3,3,2,3,3,2,2
R0351,Male,Operational,Large (>500),Manufacturing,North Africa,Pilot,23,4,4,4,3,4,3,4,1,4,3,4,3,3,3,1,3,4,5,4,3,4,2,2,3,2,1,2,2
R0352,Female,Operational,SME (<500),Logistics,Gulf,Pilot,23,5,4,4,3,4,3,4,4,5,4,4,3,3,3,2,4,1,2,5,2,4,4,3,2,3,4,3,2
R0353,Male,Managerial,Large (>500),Other,North Africa,Early Exploration,9,3,1,4,4,3,3,4,3,4,3,2,3,3,4,5,4,2,3,2,3,2,3,2,2,4,3,2,2
R0354,Female,Managerial,SME (<500),Financial Services,Europe,Pilot,7,4,2,4,3,4,3,3,4,4,3,4,3,4,3,3,1,3,4,2,2,3,2,2,3,2,2,2,2
R0355,Female,Operational,Large (>500),Technology,Gulf,Pilot,10,4,4,4,3,3,3,4,4,4,3,3,4,4,4,5,2,3,5,2,3,3,3,4,3,3,1,4,2
R0356,Male,Operational,SME (<500),Manufacturing,Europe,Full Deployment,5,3,3,3,3,3,4,5,3,2,3,2,3,4,3,3,3,4,2,3,3,4,2,1,2,1,1,2,2
R0357,Male,Operational,Large (>500),Logistics,Gulf,Early Exploration,15,4,3,3,4,4,4,5,3,3,2,3,5,2,5,3,4,4,3,4,3,3,2,3,1,2,3,1,4
R0358,Male,Managerial,SME (<500),Manufacturing,Gulf,Early Exploration,25,4,2,3,4,4,3,3,4,3,2,4,5,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2
R0359,Female,Managerial,SME (<500),Manufacturing,Europe,Early Exploration,12,3,3,4,3,5,3,4,3,3,3,4,3,4,4,3,2,1,3,4,3,3,4,2,3,2,3,1,1
R0360,Male,Managerial,SME (<500),Financial Services,Gulf,Early Exploration,14,3,3,5,3,3,2,4,3,2,5,4,3,2,5,4,4,4,3,2,3,4,2,1,2,2,4,1,2
R0361,Female,Operational,SME (<500),Other,Europe,Pilot,21,3,4,5,5,4,4,3,2,2,4,4,4,4,3,3,5,4,3,2,4,4,3,2,2,2,2,3,4
R0362,Male,Managerial,SME (<500),Technology,Gulf,Full Deployment,24,4,3,4,3,4,4,4,4,5,3,5,3,5,4,3,2,4,3,2,2,3,2,1,3,3,3,3,3
R0363,Male,Operational,Large (>500),Financial Services,North Africa,Pilot,8,4,5,3,3,4,3,5,3,4,3,3,4,4,3,4,3,5,3,1,2,3,2,2,2,3,3,4,1
R0364,Male,Managerial,SME (<500),Financial Services,Gulf,Full Deployment,16,4,4,2,3,5,3,3,4,3,4,2,3,2,3,5,3,5,2,2,3,2,3,2,2,2,3,3,2
R0365,Male,Managerial,SME (<500),Technology,North Africa,Early Exploration,24,4,3,4,3,3,2,3,3,2,3,3,3,4,4,3,4,2,3,2,3,2,3,2,3,3,2,2,2
R0366,Female,Managerial,Large (>500),Manufacturing,Gulf,Early Exploration,20,3,3,4,3,4,4,4,5,5,4,4,3,3,3,2,4,3,3,5,2,3,2,3,3,2,2,3,2
R0367,Female,Operational,Large (>500),Financial Services,Gulf,Pilot,7,5,4,3,5,4,4,4,4,4,3,2,3,3,3,4,2,3,4,2,3,3,4,3,1,1,2,1,3
R0368,Male,Managerial,Large (>500),Technology,Gulf,Full Deployment,5,4,5,4,4,4,5,5,3,3,3,3,5,3,5,1,4,3,3,3,2,3,2,2,3,3,3,4,3
R0369,Female,Managerial,SME (<500),Other,North Africa,Pilot,25,4,4,5,4,4,3,4,4,2,3,2,5,4,3,3,4,3,3,3,3,3,3,2,2,3,2,2,4
R0370,Female,Managerial,SME (<500),Technology,Europe,Early Exploration,4,3,4,3,3,4,3,4,4,3,4,2,3,3,3,3,4,3,3,2,1,4,2,2,4,1,3,2,1
R0371,Male,Operational,SME (<500),Financial Services,North Africa,Early Exploration,13,4,4,3,2,3,4,4,4,3,4,4,4,4,2,3,3,2,2,1,4,2,3,3,2,2,4,3,3
R0372,Female,Managerial,Large (>500),Other,Europe,Early Exploration,23,4,3,2,4,4,3,3,4,2,4,2,4,5,3,2,3,2,5,2,1,1,3,3,3,2,2,4,2
R0373,Female,Operational,Large (>500),Financial Services,North Africa,Pilot,16,4,5,4,3,3,3,3,3,4,3,4,3,5,3,3,3,4,3,3,1,3,3,2,2,3,2,2,3
R0374,Male,Managerial,Large (>500),Financial Services,Europe,Pilot,5,3,3,4,4,2,4,3,2,4,3,4,4,3,3,2,4,3,3,2,1,4,2,3,4,5,2,1,2
R0375,Female,Operational,Large (>500),Financial Services,Europe,Early Exploration,11,3,2,5,5,4,4,3,3,4,2,2,5,2,3,1,1,2,3,1,3,3,2,2,3,2,1,2,5
R0376,Male,Managerial,SME (<500),Logistics,Gulf,Full Deployment,12,3,4,5,3,4,3,3,4,3,4,3,2,3,5,4,2,2,3,4,2,2,2,2,5,3,2,2,2
R0377,Female,Managerial,Large (>500),Technology,Europe,Full Deployment,7,3,4,4,2,4,4,5,3,4,3,4,4,4,3,4,2,3,3,3,2,3,2,4,4,4,3,2,3
R0378,Female,Operational,SME (<500),Other,Europe,Pilot,8,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,2,4,2,3,3,3,2,1,3,3,3
R0379,Male,Managerial,Large (>500),Manufacturing,North Africa,Full Deployment,4,4,4,4,3,4,3,3,2,1,4,3,3,4,2,3,2,4,3,3,2,2,4,2,3,1,3,2,2
R0380,Female,Managerial,SME (<500),Logistics,North Africa,Pilot,12,5,3,4,3,4,3,4,4,3,3,4,4,4,3,3,3,3,2,3,4,3,3,2,3,2,3,2,3
R0381,Male,Managerial,Large (>500),Logistics,Gulf,Early Exploration,17,2,4,5,5,5,4,4,4,3,3,4,5,4,3,4,3,4,4,3,2,3,3,2,4,3,1,1,4
R0382,Female,Managerial,SME (<500),Manufacturing,North Africa,Full Deployment,8,5,3,5,3,3,3,3,3,3,4,3,2,5,3,1,2,3,2,3,2,1,2,2,4,2,3,2,3
R0383,Male,Operational,Large (>500),Logistics,North Africa,Full Deployment,10,3,3,4,3,4,4,3,4,2,3,4,3,3,5,3,4,4,5,2,2,5,3,1,2,2,3,2,1
R0384,Male,Operational,Large (>500),Financial Services,North Africa,Full Deployment,2,3,3,4,4,4,3,3,3,2,3,4,4,3,4,2,3,4,5,4,4,2,2,2,4,1,2,2,2
R0385,Male,Managerial,SME (<500),Manufacturing,Gulf,Early Exploration,3,4,3,4,3,4,4,4,4,4,3,3,1,3,4,3,2,2,3,2,2,4,4,3,2,4,4,2,3
R0386,Female,Managerial,Large (>500),Logistics,Europe,Full Deployment,9,4,2,4,4,3,4,3,3,3,3,5,4,3,4,3,3,3,4,3,3,4,2,3,2,3,3,2,2
R0387,Male,Operational,SME (<500),Financial Services,Europe,Early Exploration,10,3,4,4,4,4,4,3,3,3,3,3,4,4,2,3,2,2,2,4,2,4,1,2,3,2,2,3,2
R0388,Female,Operational,Large (>500),Financial Services,Europe,Pilot,8,3,4,3,3,3,4,4,3,2,3,3,2,4,4,3,3,3,3,3,3,2,3,3,2,2,3,4,2
R0389,Male,Managerial,SME (<500),Logistics,Gulf,Full Deployment,11,4,2,3,4,5,3,4,3,4,3,3,3,4,3,3,3,3,5,2,2,3,4,1,3,3,3,2,2
R0390,Male,Operational,SME (<500),Logistics,Europe,Full Deployment,20,4,3,5,3,3,3,4,4,2,2,4,4,4,1,4,3,4,2,2,1,3,1,2,3,1,4,2,2
R0391,Male,Managerial,SME (<500),Manufacturing,North Africa,Full Deployment,20,3,4,3,4,4,3,3,3,3,4,2,2,3,4,1,3,3,3,4,3,4,1,2,2,3,2,3,2
R0392,Female,Operational,Large (>500),Logistics,Europe,Early Exploration,19,4,4,5,4,3,3,4,5,3,4,3,2,3,3,2,2,2,2,2,1,3,4,3,4,2,1,4,1
R0393,Female,Operational,Large (>500),Technology,Gulf,Pilot,9,4,3,4,5,4,3,4,3,4,5,3,3,3,3,4,2,4,3,2,4,2,4,4,2,1,2,4,2
R0394,Male,Managerial,SME (<500),Logistics,North Africa,Early Exploration,5,3,4,5,2,3,2,2,5,3,3,3,4,3,5,3,3,2,3,2,2,2,4,2,1,2,2,2,1
R0395,Female,Operational,Large (>500),Other,Europe,Pilot,10,3,3,5,3,4,4,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,1,2,2,3,3,2,1
R0396,Female,Operational,Large (>500),Technology,Europe,Full Deployment,6,4,2,3,3,3,4,4,3,3,2,4,4,3,4,3,3,3,5,2,4,5,1,3,2,3,3,2,2
R0397,Male,Operational,SME (<500),Technology,Gulf,Full Deployment,20,3,4,4,4,4,4,4,3,3,3,3,3,5,3,4,4,4,2,3,4,3,3,1,3,1,2,3,3
R0398,Female,Managerial,SME (<500),Other,Europe,Early Exploration,7,4,5,4,3,4,4,4,4,4,2,4,4,4,3,2,2,3,2,2,2,4,2,2,2,2,2,3,1
R0399,Female,Operational,Large (>500),Other,Europe,Early Exploration,6,4,3,4,4,2,2,3,5,2,2,4,3,2,3,4,2,2,2,2,2,3,3,2,1,1,2,4,3
R0400,Male,Operational,Large (>500),Manufacturing,North Africa,Full Deployment,20,4,5,4,4,3,3,3,3,4,4,4,2,3,3,2,2,2,3,2,3,4,3,2,3,1,2,1,4
R0401,Male,Operational,Large (>500),Logistics,North Africa,Early Exploration,10,4,3,3,4,4,4,3,4,3,4,4,3,2,3,1,2,2,3,3,5,2,2,3,3,2,3,4,4
R0402,Female,Managerial,Large (>500),Manufacturing,Europe,Early Exploration,19,3,5,5,3,4,5,4,3,3,4,3,4,3,4,2,3,1,2,4,4,3,3,3,1,3,4,3,2
R0403,Male,Operational,Large (>500),Technology,Europe,Pilot,9,4,5,5,3,4,4,3,3,4,2,3,4,4,3,2,3,4,2,3,3,3,2,2,2,3,2,4,3
R0404,Male,Operational,Large (>500),Manufacturing,Europe,Early Exploration,4,3,3,3,4,4,4,3,4,3,4,3,3,5,4,3,4,1,3,2,3,2,3,2,1,3,3,3,3
R0405,Male,Operational,Large (>500),Financial Services,Europe,Early Exploration,22,3,4,4,4,3,4,4,5,4,4,3,3,3,3,3,3,1,4,3,4,3,3,3,2,1,2,4,1
R0406,Female,Operational,SME (<500),Logistics,Europe,Full Deployment,2,4,3,4,3,5,4,4,4,2,4,3,3,4,3,5,3,3,2,4,3,3,3,3,3,4,4,3,1
R0407,Male,Operational,Large (>500),Logistics,Europe,Early Exploration,5,4,3,3,3,4,4,3,4,2,3,2,3,4,3,2,2,3,2,3,2,3,5,3,4,3,3,5,4
R0408,Male,Managerial,SME (<500),Logistics,North Africa,Pilot,13,4,4,4,3,4,3,3,4,3,3,4,3,4,5,3,3,2,4,2,3,4,4,2,3,2,2,2,3
R0409,Male,Operational,Large (>500),Other,North Africa,Pilot,18,3,4,5,3,4,4,3,4,4,3,3,2,4,4,2,2,2,3,2,2,3,3,3,1,4,1,1,3
R0410,Female,Managerial,SME (<500),Manufacturing,Gulf,Early Exploration,16,4,3,4,5,4,5,4,4,3,3,4,4,4,5,4,2,1,2,4,5,3,3,2,1,3,5,3,4
R0411,Female,Managerial,SME (<500),Manufacturing,Gulf,Early Exploration,13,5,2,4,4,5,3,3,4,2,3,4,3,3,2,3,2,3,2,3,5,2,5,3,2,1,2,2,4
R0412,Female,Managerial,Large (>500),Logistics,Europe,Full Deployment,24,3,3,4,3,3,4,4,4,4,3,3,5,2,4,3,4,5,3,3,3,4,2,4,2,1,3,2,4
R0413,Female,Operational,Large (>500),Other,North Africa,Early Exploration,14,4,3,5,4,4,4,5,2,4,2,4,4,3,3,2,5,2,1,3,2,3,3,2,3,3,2,2,2
R0414,Female,Managerial,SME (<500),Logistics,Europe,Pilot,20,3,5,4,4,4,4,4,3,4,3,3,3,3,4,3,3,2,3,4,3,2,1,1,4,3,1,2,2
R0415,Male,Managerial,Large (>500),Technology,Europe,Full Deployment,20,4,3,4,4,4,3,3,4,3,4,2,4,3,2,3,2,2,1,2,2,2,3,4,3,3,2,3,1
R0416,Male,Operational,SME (<500),Financial Services,North Africa,Early Exploration,24,3,4,4,3,4,4,4,2,3,4,4,3,4,3,1,2,4,2,2,4,2,1,3,2,4,2,3,1
R0417,Female,Managerial,SME (<500),Other,North Africa,Early Exploration,14,5,2,3,3,2,4,4,3,3,2,2,3,4,4,2,4,3,2,4,1,4,2,3,3,2,2,2,4
R0418,Female,Managerial,SME (<500),Logistics,North Africa,Full Deployment,18,4,4,4,3,4,4,5,4,2,3,3,3,4,2,3,1,3,2,2,3,2,2,3,1,3,2,2,2
R0419,Female,Managerial,SME (<500),Technology,North Africa,Early Exploration,9,4,4,4,4,4,5,3,3,4,3,4,4,4,3,2,3,5,4,4,2,4,2,3,1,5,2,3,3
R0420,Female,Operational,Large (>500),Logistics,Gulf,Early Exploration,10,4,3,4,4,4,3,4,4,5,3,3,3,4,4,4,4,2,3,4,2,5,3,3,1,3,1,2,3
R0421,Male,Managerial,Large (>500),Logistics,Gulf,Pilot,14,3,4,4,4,4,4,5,3,3,4,3,3,3,4,3,3,1,3,2,2,2,2,2,2,3,1,2,2
R0422,Male,Operational,Large (>500),Technology,Europe,Pilot,23,4,4,4,4,4,4,3,4,3,3,3,4,5,4,2,4,4,1,2,2,3,3,2,3,3,2,3,4
R0423,Female,Managerial,SME (<500),Manufacturing,Gulf,Early Exploration,4,4,3,3,3,3,4,3,5,3,3,4,3,3,3,3,3,4,3,4,4,2,3,2,2,1,2,3,2
